titulo,href,valoracion,duracion,dificultad,categorias,ingredientes,categoria_principal
Receta de Papaya y anchoas en crujiente sobre brotes variados,/receta-1305/papaya-y-anchoas-en-crujiente-sobre-brotes-variados,4,Entre 15 y 30 min.,Media,"['exóticas', 'veraniegas', 'afrodisíacas', 'para fiestas', 'para niños', 'para carnaval', 'americanas']","['Masa filo', 'Hoja variada de lechuga', 'Papaya', 'Queso Feta', 'Frutos rojos', 'Mango', 'Manzana']",tradicionales
Receta de Pollo a la Naranja,/receta-1626/pollo-a-la-naranja,4,Entre 15 y 30 min.,Sencilla,"['exóticas', 'veraniegas', 'invernales', 'afrodisíacas', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para microondas', 'para carnaval', 'mediterráneas', 'para tupper']","['Cubito de caldo', 'Naranja', 'Zanahoria', 'Cebolla', 'Sal', 'Pimienta negra', 'Perejil', 'Pechuga de pollo', 'Agua', 'Vino blanco', 'Harina', 'Aceite de oliva']",minimalistas
Receta de Galletas de Navidad con jengibre,/receta-274/galletas-de-navidad-con-jengibre,4,Más de 2 horas,Media,"['invernales', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'americanas']","['Harina de repostería', 'Levadura', 'Canela en polvo', 'Sal', 'Jengibre', 'Clavo', 'Mantequilla', 'Azúcar moreno', 'Miel', 'Huevo', 'Azúcar glass', 'Huevo', 'Limón', 'Colorante alimenticio']",exóticas
Receta de Bizcocho cebra,/receta-499/bizcocho-cebra,4,Entre 15 y 30 min.,Sencilla,['para carnaval'],"['Huevo', 'Levadura en polvo', 'Aceite de girasol', 'Harina', 'Sal', 'Azúcar blanco', 'Esencia de vainilla', 'Leche', 'Cacao en polvo']",tradicionales
Receta de Aritos de cebolla,/receta-1634/aritos-de-cebolla,4,Menos de 15 min.,Sencilla,"['vegetarianas', 'veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'norte de Europa', 'para carnaval', 'mediterráneas', 'americanas', 'para tupper']","['Cebolla', 'Harina', 'Leche', 'Sal', 'Agua', 'Aceite de oliva', 'Huevo']",
Receta de Torti-crépe de bonito del norte Serrats y verdura,/receta-1470/torti-crepe-de-bonito-del-norte-serrats-y-verdura,4,Menos de 15 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Huevo', 'Queso en loncha', 'Pimiento verde', 'Pimiento rojo', 'Bonito', 'Aceite', 'Sal', 'Vinagre balsámico']",
Receta de Hojaldre con mermelada de tomate y anchoas,/receta-1473/hojaldre-con-mermelada-de-tomate-y-anchoas,4,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas', 'para tupper']","['Tomate', 'Azúcar blanco', 'Anchoa en aceite', 'Masa de hojaldre']",
Receta de Tempura de calabacin,/receta-1602/tempura-de-calabacin,4,Menos de 15 min.,Sencilla,"['vegetarianas', 'veraniegas', 'invernales', 'afrodisíacas', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Calabacín', 'Sal', 'Agua', 'Harina de tempura', 'Aceite de oliva']",
Receta de Rafaello - Bombón de Avellana y Coco,/receta-492/rafaello-bombon-de-avellana-y-coco,4,Menos de 15 min.,Sencilla,"['minimalistas', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'americanas']","['Margarina', 'Azúcar blanco', 'Leche en polvo', 'Leche', 'Coco rallado', 'Avellana']",light
Receta de Costilla Asada,/receta-507/costilla-asada,3,Más de 2 horas,Sencilla,"['minimalistas', 'tradicionales', 'para fiestas', 'para carnaval']","['Costilla de ternera', 'Sal']",
Receta de tarta bob esponja de chocolate,/receta-690/tarta-bob-esponja-de-chocolate,2,Entre 30 y 60 min.,Media,"['para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Bizcocho', 'Azúcar blanco', 'Nata para montar', 'Chocolate de cobertura']",
Receta de Camenbert con franbuesa,/receta-595/camenbert-con-franbuesa,2,Menos de 15 min.,Sencilla,"['exóticas', 'invernales', 'minimalistas', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'norte de Europa', 'para carnaval', 'mediterráneas', 'americanas']","['Queso Camembert', 'Pan rallado', 'Huevo', 'Sal', 'Mermelada de frambuesa', 'Aceite de girasol']",
Receta de Masa de Gofres,/receta-616/masa-de-gofres,2,Menos de 15 min.,Sencilla,"['veraniegas', 'invernales', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para Thermomix', 'norte de Europa', 'para carnaval', 'mediterráneas', 'americanas', 'para otros robots']","['Harina', 'Azúcar blanco', 'Leche', 'Levadura en polvo', 'Huevo', 'Mantequilla', 'Huevo']",
Receta de la merde del polle,/receta-1865/la-merde-del-polle,1,Menos de 15 min.,Sencilla,"['light', 'vegetarianas', 'exóticas', 'veraniegas', 'invernales', 'minimalistas', 'afrodisíacas', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para Thermomix', 'para microondas', 'norte de Europa', 'asiáticas', 'para carnaval', 'africanas', 'mediterráneas', 'americanas', 'para otros robots', 'para tupper']",['Pollo'],
Receta de Falsos raviolis crujientes de carrillada y  hongos con base de mermelada de castañas,/receta-1587/falsos-raviolis-crujientes-de-carrillada-y-hongos-con-base-de-mermelada-de-castanas,0,Entre 1 y 2 horas,Media,"['exóticas', 'invernales', 'minimalistas', 'afrodisíacas', 'para halloween', 'para navidad', 'para fiestas', 'para carnaval', 'mediterráneas']","['Aceite de oliva', 'Sal', 'Pimienta', 'Nuez moscada', 'Ajo', 'Carrillera de ternera', 'Cebolla', 'Chalote', 'Seta', 'Puerro', 'Zanahoria', 'Calabacín', 'Laurel', 'Azafrán', 'Vino tinto', 'Pimiento', 'Cubito de caldo', 'Castaña', 'Leche', 'Azúcar blanco', 'Masa filo']",vegetarianas
Receta de Torrijas,/receta-1293/torrijas,0,Entre 30 y 60 min.,Sencilla,"['veraniegas', 'invernales', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Pan', 'Vino blanco', 'Agua', 'Limón', 'Sésamo', 'Azúcar blanco', 'Azúcar blanco', 'Huevo', 'Nata para montar', 'Limón', 'Agua', 'Azúcar blanco', 'Miel', 'Sésamo']",veraniegas
Receta de Tomate relleno de bonito y aderezo ahumado,/receta-1484/tomate-relleno-de-bonito-y-aderezo-ahumado,0,Menos de 15 min.,Sencilla,"['exóticas', 'veraniegas', 'invernales', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'americanas']","['Tomate', 'Bonito', 'Salsa de tabasco', 'Sal']",tradicionales
Receta de Malcocinao pero bien comio,/receta-786/malcocinao-pero-bien-comio,0,Más de 2 horas,Sencilla,"['invernales', 'tradicionales', 'para fiestas', 'para carnaval']","['Agua', 'Garbanzos', 'Morcilla', 'Chorizo', 'Morcilla', 'Pimiento rojo', 'Pimiento verde', 'Tomate', 'Cebolla', 'Ajo', 'Especia', 'Pimentón picante', 'Comino', 'Laurel', 'Sal', 'Aceite de oliva', 'Castaña']",vegetarianas
Receta de Gildas,/receta-1678/gildas,0,Menos de 15 min.,Sencilla,"['veraniegas', 'minimalistas', 'tradicionales', 'para navidad', 'para fiestas', 'para carnaval', 'mediterráneas']","['Aceituna', 'Anchoa', 'Guindilla']",
Receta de Tostas de anchoas del Cantábrico,/receta-1295/tostas-de-anchoas-del-cantabrico,0,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Anchoa', 'Pan', 'Mayonesa', 'Pimiento rojo', 'Pimiento verde']",
"Receta de Trifásico de queso crema azul con mermelada de pimientos, atún y crujiente de cebolla",/receta-1708/trifasico-de-queso-crema-azul-con-mermelada-de-pimientos-atun-y-crujiente-de-cebolla,0,Menos de 15 min.,Sencilla,"['exóticas', 'veraniegas', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Queso', 'Mermelada', 'Atún fresco', 'Cebolla frita']",vegetarianas
Receta de Piña rellena de bonito,/receta-1297/pina-rellena-de-bonito,0,Menos de 15 min.,Sencilla,"['exóticas', 'veraniegas', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'americanas']","['Piña', 'Aceite de oliva', 'Anchoa', 'Huevo', 'Aguacate', 'Salsa rosa', 'Langostino']",
Receta de Coca de chocolate,/receta-1668/coca-de-chocolate,0,Entre 15 y 30 min.,Sencilla,"['exóticas', 'veraniegas', 'invernales', 'afrodisíacas', 'tradicionales', 'para halloween', 'para navidad', 'para fiestas', 'para niños', 'para microondas', 'para carnaval', 'mediterráneas', 'americanas', 'para tupper']","['Masa de hojaldre', 'Chocolate con leche', 'Huevo', 'Queso para untar', 'Azúcar blanco']",
Receta de Tomate relleno de bonito y aderezo ahumado,/receta-1484/tomate-relleno-de-bonito-y-aderezo-ahumado,0,Menos de 15 min.,Sencilla,"['exóticas', 'veraniegas', 'invernales', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'americanas']","['Tomate', 'Bonito', 'Salsa de tabasco', 'Sal']",
Receta de Malcocinao pero bien comio,/receta-786/malcocinao-pero-bien-comio,0,Más de 2 horas,Sencilla,"['invernales', 'tradicionales', 'para fiestas', 'para carnaval']","['Agua', 'Garbanzos', 'Morcilla', 'Chorizo', 'Morcilla', 'Pimiento rojo', 'Pimiento verde', 'Tomate', 'Cebolla', 'Ajo', 'Especia', 'Pimentón picante', 'Comino', 'Laurel', 'Sal', 'Aceite de oliva', 'Castaña']",
Receta de Gildas,/receta-1678/gildas,0,Menos de 15 min.,Sencilla,"['veraniegas', 'minimalistas', 'tradicionales', 'para navidad', 'para fiestas', 'para carnaval', 'mediterráneas']","['Aceituna', 'Anchoa', 'Guindilla']",
Receta de Torrijas,/receta-1293/torrijas,0,Entre 30 y 60 min.,Sencilla,"['veraniegas', 'invernales', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Pan', 'Vino blanco', 'Agua', 'Limón', 'Sésamo', 'Azúcar blanco', 'Azúcar blanco', 'Huevo', 'Nata para montar', 'Limón', 'Agua', 'Azúcar blanco', 'Miel', 'Sésamo']",para fiestas
"Receta de Trifásico de queso crema azul con mermelada de pimientos, atún y crujiente de cebolla",/receta-1708/trifasico-de-queso-crema-azul-con-mermelada-de-pimientos-atun-y-crujiente-de-cebolla,0,Menos de 15 min.,Sencilla,"['exóticas', 'veraniegas', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Queso', 'Mermelada', 'Atún fresco', 'Cebolla frita']",tradicionales
Receta de Tostas de anchoas del Cantábrico,/receta-1295/tostas-de-anchoas-del-cantabrico,0,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'tradicionales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Anchoa', 'Pan', 'Mayonesa', 'Pimiento rojo', 'Pimiento verde']",
Receta de Champis rellenos,/receta-808/champis-rellenos,5,Menos de 15 min.,Sencilla,"['light', 'tradicionales', 'para fiestas', 'mediterráneas']","['Champiñón', 'Ajo', 'Perejil', 'Aceite de oliva', 'Sal']",light
Receta de Lomo de cerdo mechado,/receta-672/lomo-de-cerdo-mechado,5,Entre 1 y 2 horas,Difícil,"['tradicionales', 'para navidad', 'para fiestas']","['Lomo de cerdo', 'Pimiento rojo', 'Zanahoria', 'Aceituna', 'Aceite de oliva', 'Vino blanco', 'Cebolla', 'Cubito de caldo']",tradicionales
Receta de Lomo Asado a la Salsa de Chimichurri,/receta-871/lomo-asado-a-la-salsa-de-chimichurri,5,Entre 30 y 60 min.,Sencilla,"['para fiestas', 'mediterráneas']","['Lomo de cerdo', 'Salsa chimichurri', 'Aceite de oliva', 'Sal']",light
Receta de Coulant de Chocolate,/receta-1539/coulant-de-chocolate,5,Menos de 15 min.,Sencilla,"['invernales', 'tradicionales', 'para navidad', 'para fiestas', 'mediterráneas']","['Huevo', 'Mantequilla sin sal', 'Azúcar blanco', 'Harina de trigo', 'Chocolate fondant', 'Cacao', 'Vainilla']",veraniegas
Receta de magdalenas de chocolate,/receta-1068/magdalenas-de-chocolate,5,Entre 30 y 60 min.,Media,"['tradicionales', 'para fiestas', 'para niños', 'norte de Europa']","['Cacao', 'Harina de repostería', 'Azúcar glass', 'Azúcar blanco', 'Manteca', 'Huevo', 'Levadura en polvo', 'Leche']",vegetarianas
Receta de gazpacho,/receta-969/gazpacho,5,Menos de 15 min.,Sencilla,"['light', 'vegetarianas', 'veraniegas', 'tradicionales', 'para fiestas', 'para niños', 'mediterráneas', 'para tupper']","['Tomate', 'Pepino', 'Ajo', 'Pimiento verde', 'Pimiento rojo', 'Pan', 'Cebolla', 'Sal', 'Aceite de oliva', 'Vinagre']",light
Receta de Flan con mermelada de ciruela,/receta-1031/flan-con-mermelada-de-ciruela,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'invernales', 'para fiestas', 'para niños', 'mediterráneas']","['Polvos para flan', 'Leche', 'Gelatina', 'Agua', 'Caramelo', 'Ciruela']",
Receta de COCA DE FRUTAS,/receta-1246/coca-de-frutas,5,Más de 2 horas,Sencilla,['para fiestas'],"['Harina de fuerza', 'Levadura', 'Leche', 'Huevo', 'Mantequilla', 'Azúcar blanco', 'Anís', 'Sal', 'Naranja', 'Fruta escarchada', 'Azúcar blanco']",light
Receta de Magdalenas de té con chocolate,/receta-879/magdalenas-de-te-con-chocolate,5,Entre 30 y 60 min.,Media,"['exóticas', 'afrodisíacas', 'para fiestas']","['Azúcar blanco', 'Harina', 'Huevo', 'Levadura en polvo', 'Sal', 'Leche', 'Té verde', 'Chocolate negro', 'Mantequilla']",light
Receta de galletas blanco y negro maktub,/receta-76/galletas-blanco-y-negro-maktub,5,Entre 15 y 30 min.,Media,"['tradicionales', 'para fiestas', 'para niños']","['Mantequilla', 'Azúcar blanco', 'Huevo', 'Harina blanca', 'Levadura en polvo', 'Sal', 'Vainilla', 'Azúcar glass', 'Chocolate fondant']",light
Receta de minisachertorte o cupcakes de tarta sacher,/receta-1069/minisachertorte-o-cupcakes-de-tarta-sacher,5,Entre 30 y 60 min.,Media,"['tradicionales', 'para fiestas', 'para niños', 'norte de Europa']","['_descripcion', 'Cacao', 'Harina de repostería', 'Azúcar glass', 'Azúcar blanco', 'Mantequilla', 'Huevo', 'Levadura en polvo', 'Leche', '_descripcion', 'Azúcar blanco', 'Agua', 'Albaricoque', 'Chocolate de cobertura', 'Chocolate fondant']",exóticas
Receta de Coulant de chocolate,/receta-747/coulant-de-chocolate,5,Entre 30 y 60 min.,Media,"['minimalistas', 'afrodisíacas', 'para fiestas']","['Chocolate negro', 'Mantequilla', 'Azúcar blanco', 'Harina', 'Huevo', 'Sal', 'Pimentón picante']",light
Receta de Tartaletas y hojaldritos de atún Serrats,/receta-1312/tartaletas-y-hojaldritos-de-atun-serrats,5,Entre 15 y 30 min.,Sencilla,"['veraniegas', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Masa de hojaldre', 'Aceite de oliva', 'Huevo', 'Canónigo', 'Mayonesa', 'Pimiento', 'Vinagre', 'Langostino', 'Cebolleta']",mediterráneas
Receta de Coctel de gambas,/receta-1604/coctel-de-gambas,5,Menos de 15 min.,Sencilla,"['vegetarianas', 'exóticas', 'veraniegas', 'invernales', 'afrodisíacas', 'tradicionales', 'para navidad', 'para fiestas', 'mediterráneas']","['Piña', 'Salsa rosa', 'Sal', 'Caviar', 'Lechuga', 'Gamba', 'Cangrejo']",vegetarianas
Receta de Fajitas de serrano y queso,/receta-1338/fajitas-de-serrano-y-queso,5,Menos de 15 min.,Sencilla,"['minimalistas', 'para halloween', 'para fiestas', 'para niños', 'mediterráneas', 'americanas', 'para tupper']","['Jamón serrano', 'Queso Havarti', 'Trigo', 'Salsa de tomate frito']",tradicionales
Receta de Lomo de cerdo al horno,/receta-884/lomo-de-cerdo-al-horno,5,Entre 30 y 60 min.,Sencilla,"['invernales', 'minimalistas', 'tradicionales', 'para navidad', 'para fiestas', 'norte de Europa']","['Lomo de cerdo', 'Cubito de caldo', 'Ajo', 'Cebolla', 'Puerro', 'Tomillo', 'Romero', 'Aceite de oliva', 'Cerveza', 'Zumo de limón']",
Receta de Wrap de verduras y bonito del norte,/receta-1281/wrap-de-verduras-y-bonito-del-norte,5,Entre 15 y 30 min.,Sencilla,"['exóticas', 'veraniegas', 'para fiestas', 'para niños', 'mediterráneas']","['Aceite de oliva', 'Cebolla', 'Pimiento amarillo', 'Cebolleta', 'Bonito', 'Vinagre balsámico', 'Trigo', 'Lechuga']",veraniegas
Receta de PLUMCAKE CON ACEITUNAS Y JAMÓN SERRANO,/receta-824/plumcake-con-aceitunas-y-jamon-serrano,5,Entre 30 y 60 min.,Sencilla,"['para fiestas', 'mediterráneas']","['Harina de fuerza', 'Huevo', 'Jamón serrano', 'Aceituna', 'Aceite de oliva', 'Azúcar blanco', 'Sal', 'Levadura fresca']",veraniegas
Receta de scones de queso con hierbas,/receta-580/scones-de-queso-con-hierbas,5,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'para fiestas', 'americanas']","['Mantequilla', 'Harina', 'Sal', 'Levadura en polvo', 'Bicarbonato', 'Pimienta', 'Orégano', 'Romero', 'Cebolleta', 'Queso Parmesano', 'Queso Provolone', 'Huevo', 'Nata para cocinar', 'Leche', 'Huevo']",veraniegas
Receta de Espárragos rellenos de salsa de oricios,/receta-1339/esparragos-rellenos-de-salsa-de-oricios,5,Entre 15 y 30 min.,Media,"['exóticas', 'invernales', 'para fiestas', 'para niños', 'mediterráneas']","['Espárrago', 'Gambón', 'Caviar', 'Jerez dulce', 'Aceite de oliva', 'Caldo de pescado', 'Pimiento', 'Huevo', 'Harina', 'Patata']",veraniegas
Receta de Huevos rellenos de requesón y atún,/receta-887/huevos-rellenos-de-requeson-y-atun,5,Menos de 15 min.,Sencilla,"['light', 'veraniegas', 'minimalistas', 'para fiestas', 'para niños', 'mediterráneas', 'para tupper']","['Huevo', 'Atún en aceite en lata', 'Requesón', 'Aceite de oliva', 'Sal']",veraniegas
Receta de Tarta de capuchino al caramelo,/receta-1104/tarta-de-capuchino-al-caramelo,5,Entre 30 y 60 min.,Sencilla,"['veraniegas', 'invernales', 'para navidad', 'para fiestas', 'para niños', 'para carnaval', 'mediterráneas']","['Nata para montar', 'Queso para untar', 'Azúcar blanco', 'Caramelo', 'Gelatina', 'Azúcar blanco', 'Caramelo líquido', 'Agua', 'Galleta oreo', 'Mantequilla', 'Leche', 'Caramelo', 'Agua', 'Gelatina']",invernales
Receta de tarta de queso con base de galletas,/receta-1005/tarta-de-queso-con-base-de-galletas,5,Entre 30 y 60 min.,Sencilla,"['tradicionales', 'para fiestas', 'para niños', 'norte de Europa', 'mediterráneas', 'americanas']","['_descripcion', 'Galleta “María”', 'Margarina', '_descripcion', 'Huevo', 'Queso para untar', 'Requesón', 'Azúcar blanco', 'Harina', 'Leche', 'Levadura en polvo']",light
Receta de tarta ligera de queso,/receta-854/tarta-ligera-de-queso,5,Menos de 15 min.,Sencilla,"['light', 'veraniegas', 'afrodisíacas', 'para fiestas', 'para microondas']","['Queso para untar', 'Huevo', 'Leche desnatada', 'Azúcar blanco', 'Naranja', 'Fruta']",tradicionales
Receta de bizcocho mantecado de maíz,/receta-915/bizcocho-mantecado-de-maiz,5,Entre 30 y 60 min.,Media,"['tradicionales', 'para fiestas', 'para niños', 'para tupper']","['Margarina', 'Azúcar blanco', 'Huevo', 'Limón', 'Anís', 'Harina de maíz', 'Harina de trigo', 'Levadura en polvo']",
Receta de scones de queso con hierbas,/receta-580/scones-de-queso-con-hierbas,5,Entre 15 y 30 min.,Sencilla,"['vegetarianas', 'para fiestas', 'americanas']","['Mantequilla', 'Harina', 'Sal', 'Levadura en polvo', 'Bicarbonato', 'Pimienta', 'Orégano', 'Romero', 'Cebolleta', 'Queso Parmesano', 'Queso Provolone', 'Huevo', 'Nata para cocinar', 'Leche', 'Huevo']",vegetarianas
Receta de triflé rápido de frambuesas y vainilla,/receta-1110/trifle-rapido-de-frambuesas-y-vainilla,5,Menos de 15 min.,Sencilla,"['light', 'exóticas', 'minimalistas', 'afrodisíacas', 'para fiestas', 'para niños', 'norte de Europa', 'mediterráneas', 'americanas']","['Frambuesa', 'Vainilla', 'Yogur natural', 'Esencia de vainilla', 'Azúcar blanco', 'Queso para untar']",tradicionales
Receta de Cobertura de nubes para tarta,/receta-1006/cobertura-de-nubes-para-tarta,5,Entre 30 y 60 min.,Media,"['para navidad', 'para fiestas', 'para niños', 'para carnaval']","['Golosina', 'Azúcar glass', 'Harina fina de maíz', 'Colorante alimenticio']",tradicionales
